Event,FieldStarID,RA,Dec,t_0,t_E,u_0,Isource,Ibase,Icat,Ctype,A_I,Related_event,table_year,ra_deg,dec_deg
KMT-2023-BLG-0826,BLG02T0203.035665,17:53:11.42,-29:47:30.98,60090.18225,18.56,0.863,18.69,18.76,18.76,1,1.61,OB230506,2023,268.2975833333333,-29.79193888888889
KMT-2023-BLG-0827,BLG02T0401.034736,17:52:27.34,-30:02:02.18,60079.57646,10.59,0.106,20.72,19.29,19.29,1,2.06,,2023,268.1139166666666,-30.03393888888889
KMT-2023-BLG-0828,BLG03M0205.045910,18:06:00.75,-27:21:58.61,60081.47407,7.93,0.607,19.28,19.05,19.05,1,0.93,,2023,271.503125,-27.36628055555556
KMT-2023-BLG-0829,BLG03M0604.073434,18:03:38.05,-27:28:07.10,60081.16217,30.46,0.092,21.61,20.0,20.29,1,1.34,,2023,270.9085416666667,-27.468638888888886
KMT-2023-BLG-0830,BLG03N0106.080166,18:06:37.91,-28:19:56.32,60082.26145,10.87,0.023,20.38,20.0,20.4,1,1.01,,2023,271.6579583333333,-28.33231111111111
KMT-2023-BLG-0831,BLG03N0407.068336,18:04:33.12,-28:13:46.20,60079.90997,7.95,0.071,19.65,19.55,19.55,1,0.9,OB230536,2023,271.138,-28.229499999999998
KMT-2023-BLG-0832,BLG03N0803.052309,18:02:34.89,-28:39:37.40,60082.41531,11.1,0.267,19.19,19.14,19.14,1,1.06,OB230489,2023,270.64537499999994,-28.66038888888889
KMT-2023-BLG-0833,BLG03N0805.060371,18:02:11.02,-28:28:57.68,60079.98054,23.9,0.019,21.49,19.25,19.25,1,1.08,MB23194 OB230535,2023,270.5459166666667,-28.482688888888887
KMT-2023-BLG-0834,SSO04T0505.063876,18:01:00.24,-30:31:14.02,60075.39506,20.23,0.074,20.79,19.75,19.75,1,1.04,MB23189,2023,270.2509999999999,-30.52056111111111
KMT-2023-BLG-0835,BLG11K0402.022210,17:25:07.49,-29:45:35.68,60091.2731,27.26,0.872,20.0,20.0,20.23,2,2.26,OB230567,2023,261.2812083333333,-29.759911111111112
KMT-2023-BLG-0836,BLG11K0604.010636,17:23:58.65,-29:25:11.71,60079.83201,45.58,0.997,19.01,18.55,18.55,1,1.44,OB230568,2023,260.994375,-29.419919444444446
KMT-2023-BLG-0837,BLG11N0106.082927,17:31:50.43,-30:17:13.06,60078.69456,21.31,0.3,21.05,20.0,21.49,2,2.48,,2023,262.96012499999995,-30.28696111111111
KMT-2023-BLG-0838,BLG11T0402.058416,17:25:17.60,-30:46:55.06,60079.85502,21.13,0.098,22.27,20.0,21.98,2,2.83,,2023,261.3233333333333,-30.78196111111111
KMT-2023-BLG-0839,BLG12N0803.094696,17:27:51.97,-28:34:10.27,60077.01646,8.87,0.908,20.03,20.0,25.0,3,2.26,,2023,261.9665416666666,-28.569519444444445
KMT-2023-BLG-0840,BLG13K0205.011777,17:33:47.44,-33:43:18.12,60104.81523,46.33,0.187,19.87,20.0,20.16,2,4.41,,2023,263.44766666666663,-33.7217
KMT-2023-BLG-0841,BLG13M0207.060781,17:39:00.14,-33:25:52.46,60084.20226,42.57,0.287,21.47,20.0,22.11,2,3.67,,2023,264.7505833333333,-33.431238888888885
KMT-2023-BLG-0842,BLG14K0206.049743,17:35:52.72,-28:07:14.38,60077.79351,12.06,0.002,21.57,20.0,21.43,2,3.32,,2023,263.96966666666657,-28.12066111111111
KMT-2023-BLG-0843,BLG14K0704.007836,17:32:56.84,-28:20:45.96,60074.03412,10.18,0.39,20.85,18.75,18.75,2,2.35,,2023,263.2368333333333,-28.3461
KMT-2023-BLG-0844,SSO14M0507.071039,17:38:58.08,-28:01:40.44,60076.10374,5.09,0.079,21.84,20.0,21.39,2,2.89,,2023,264.74199999999996,-28.0279
KMT-2023-BLG-0845,BLG14T0102.008263,17:36:10.38,-29:43:29.60,60087.65263,19.47,0.662,19.34,19.4,19.4,2,3.35,OB230583,2023,264.04325,-29.724888888888888
KMT-2023-BLG-0846,BLG15M0405.000963,17:39:25.03,-26:07:07.93,60114.12097,19.74,0.749,16.48,16.45,16.45,2,2.66,OB230616,2023,264.8542916666666,-26.118869444444446
KMT-2023-BLG-0847,BLG15M0406.010831,17:39:34.88,-26:02:20.83,60083.24448,52.08,0.009,22.82,19.56,19.56,2,2.63,,2023,264.89533333333327,-26.039119444444445
KMT-2023-BLG-0848,BLG15M0502.021809,17:39:00.21,-26:34:01.34,60079.24574,14.11,0.586,20.4,20.0,20.6,3,3.03,,2023,264.75087499999995,-26.567038888888888
KMT-2023-BLG-0849,BLG15N0106.057375,17:41:00.69,-27:04:57.90,60085.88836,23.04,0.064,20.94,20.0,21.61,2,3.34,,2023,265.25287499999996,-27.08275
KMT-2023-BLG-0850,BLG15N0608.027068,17:38:20.33,-26:55:21.14,60083.49127,13.39,0.308,20.12,20.0,20.82,2,2.95,,2023,264.5847083333333,-26.92253888888889
KMT-2023-BLG-0851,BLG15T0303.090725,17:35:15.66,-27:34:11.60,60079.54931,18.07,0.2,21.68,20.0,21.9,2,2.52,,2023,263.81524999999993,-27.56988888888889
KMT-2023-BLG-0852,BLG15T0801.003755,17:32:15.71,-27:47:16.04,60221.39212,109.01,0.644,18.03,17.85,17.85,2,2.4,,2023,263.0654583333333,-27.78778888888889
KMT-2023-BLG-0853,BLG16K0103.015473,17:36:26.16,-24:20:39.30,60081.8935,38.31,0.032,21.28,20.0,20.55,2,2.55,,2023,264.109,-24.34425
KMT-2023-BLG-0854,BLG16N0305.076151,17:40:13.77,-25:12:30.85,60071.42697,6.48,0.946,19.87,20.0,25.0,3,2.74,,2023,265.057375,-25.208569444444443
KMT-2023-BLG-0855,BLG16N0403.028792,17:39:26.73,-25:28:16.21,60078.51371,2.42,0.29,19.95,20.0,20.77,2,2.82,,2023,264.86137499999995,-25.471169444444442
KMT-2023-BLG-0856,BLG16T0706.023261,17:33:05.20,-25:00:10.76,60077.37945,15.7,0.696,20.69,20.0,21.37,2,3.01,,2023,263.27166666666665,-25.00298888888889
KMT-2023-BLG-0857,SAO17N0208.001426,17:48:32.40,-33:24:22.61,60075.11275,12.41,0.12,20.23,16.03,16.03,1,1.73,,2023,267.135,-33.406280555555554
KMT-2023-BLG-0858,BLG17N0601.033306,17:46:36.83,-34:17:08.92,60088.17509,21.27,0.517,19.41,19.46,19.46,1,1.61,OB230555,2023,266.6534583333333,-34.28581111111111
KMT-2023-BLG-0859,BLG17T0206.068306,17:43:30.51,-33:38:06.61,60078.54705,27.23,0.034,23.37,20.0,22.29,3,3.39,,2023,265.877125,-33.63516944444444
KMT-2023-BLG-0860,BLG18K0704.021269,17:42:14.77,-26:12:04.57,60079.7286,29.69,0.02,23.53,20.0,20.45,2,3.47,,2023,265.56154166666664,-26.201269444444442
KMT-2023-BLG-0861,BLG18N0507.012296,17:48:03.27,-27:01:04.08,60075.03966,17.33,0.204,22.16,20.0,21.86,3,7.35,,2023,267.013625,-27.017799999999998
KMT-2023-BLG-0862,BLG18T0308.035663,17:44:19.00,-26:49:09.55,60088.11481,44.77,0.003,22.16,20.0,20.95,2,3.28,,2023,266.07916666666665,-26.819319444444446
KMT-2023-BLG-0863,BLG18T0506.051978,17:43:09.54,-27:04:59.45,60080.3032,12.58,0.002,22.16,20.0,21.57,2,3.73,,2023,265.7897499999999,-27.083180555555554
KMT-2023-BLG-0864,BLG19N0808.030530,17:46:30.89,-24:44:34.26,60079.30246,13.87,0.405,21.08,20.0,21.21,2,3.14,,2023,266.62870833333324,-24.74285
KMT-2023-BLG-0865,BLG21M0507.014154,17:56:30.78,-34:27:32.90,60088.98218,19.46,0.204,19.59,18.45,18.45,1,0.66,MB23210,2023,269.12825,-34.459138888888894
KMT-2023-BLG-0866,BLG21M0707.073127,17:55:38.29,-34:25:29.21,60075.34269,20.12,0.015,21.66,20.0,20.71,1,0.81,,2023,268.90954166666666,-34.42478055555555
KMT-2023-BLG-0867,BLG22N0301.003355,17:57:42.69,-34:12:43.49,60104.41523,17.24,0.766,16.98,16.98,16.98,1,0.8,OB230621,2023,269.427875,-34.21208055555556
KMT-2023-BLG-0868,BLG22N0401.033651,17:57:04.44,-34:15:42.91,60085.62839,105.37,0.007,22.88,19.27,19.27,1,0.77,MB23199,2023,269.26849999999996,-34.261919444444445
KMT-2023-BLG-0869,BLG31K0407.000596,18:11:28.74,-25:00:30.92,60086.23224,11.49,0.312,17.24,15.66,15.66,4,2.04,MB23191 OB230612,2023,272.86974999999995,-25.008588888888887
KMT-2023-BLG-0870,BLG31K0502.029139,18:10:38.81,-25:34:13.12,60076.20077,23.57,0.054,20.85,19.19,19.19,1,1.33,,2023,272.6617083333333,-25.57031111111111
KMT-2023-BLG-0871,BLG31M0207.031084,18:17:22.43,-24:56:11.69,60085.85896,11.25,0.13,19.76,19.52,19.52,1,1.03,MB23208,2023,274.3434583333333,-24.936580555555555
KMT-2023-BLG-0872,BLG32M0801.028501,18:11:48.29,-27:50:19.21,60085.99123,49.67,0.294,20.37,18.79,18.79,1,0.64,,2023,272.9512083333333,-27.83866944444444
KMT-2023-BLG-0873,BLG34K0705.003967,18:00:13.29,-31:30:41.11,60076.86106,2.19,0.368,19.73,17.16,17.16,1,1.34,,2023,270.05537499999997,-31.511419444444446
KMT-2023-BLG-0874,BLG34M0702.009361,18:04:58.93,-31:51:34.81,60078.13144,3.02,0.694,18.85,18.4,18.4,1,1.0,,2023,271.2455416666666,-31.859669444444446
KMT-2023-BLG-0875,BLG34T0305.012545,18:02:07.67,-32:37:42.38,60078.97156,7.36,0.101,19.67,18.61,18.61,1,0.96,MB23198,2023,270.53195833333336,-32.62843888888889
KMT-2023-BLG-0876,BLG34T0405.015496,18:01:30.92,-32:40:19.70,60090.1962,51.64,0.525,19.64,18.86,18.86,1,1.06,OB230624,2023,270.37883333333326,-32.67213888888889
KMT-2023-BLG-0877,BLG35M0808.015221,18:04:48.70,-24:52:08.76,60078.37676,11.74,0.384,20.45,20.0,25.0,3,3.53,,2023,271.2029166666666,-24.8691
KMT-2023-BLG-0878,BLG36M0706.027353,18:16:36.29,-22:57:58.50,60080.06797,18.55,0.398,19.66,19.67,19.67,1,1.46,OB230546,2023,274.1512083333333,-22.96625
KMT-2023-BLG-0879,SSO37K0605.028991,17:41:18.64,-34:40:51.35,60076.40554,11.58,0.012,20.94,20.0,20.41,2,2.19,,2023,265.32766666666663,-34.680930555555555
KMT-2023-BLG-0880,BLG37M0704.026006,17:45:37.52,-34:50:14.10,60075.04795,16.8,0.299,21.14,19.31,19.31,1,1.68,,2023,266.4063333333333,-34.837250000000004
KMT-2023-BLG-0881,BLG37M0705.012302,17:45:37.81,-34:46:56.50,60082.35503,12.4,0.202,19.1,18.59,18.59,1,1.57,MB23195 OB230558,2023,266.40754166666665,-34.78236111111111
KMT-2023-BLG-0882,BLG37N0508.029776,17:47:00.62,-35:31:29.10,60076.83005,3.23,0.456,19.33,19.35,19.35,1,1.11,,2023,266.75258333333335,-35.52475
KMT-2023-BLG-0883,BLG41K0106.078435,17:53:51.02,-30:31:31.51,60077.73162,3.9,0.464,20.1,19.97,19.97,1,1.57,,2023,268.46258333333327,-30.525419444444445
KMT-2023-BLG-0884,BLG41M0404.035835,17:56:58.16,-30:46:34.28,60075.18856,11.9,0.578,19.9,19.06,19.06,1,1.39,,2023,269.2423333333333,-30.77618888888889
KMT-2023-BLG-0885,BLG41M0706.003798,17:55:03.83,-30:27:31.28,60083.69248,20.43,0.78,18.4,17.33,17.33,1,3.29,,2023,268.76595833333334,-30.458688888888886
KMT-2023-BLG-0886,BLG41T0104.045481,17:53:54.90,-31:52:18.30,60086.05424,13.18,0.162,19.65,19.7,19.7,1,1.84,,2023,268.47875,-31.871750000000002
KMT-2023-BLG-0887,BLG41T0501.006336,17:51:09.83,-32:14:35.81,60152.426,40.99,0.278,18.01,17.99,17.99,1,2.61,MB23299 OB230772,2023,267.7909583333333,-32.24328055555556
KMT-2023-BLG-0888,BLG42M0601.018531,17:55:36.38,-29:05:06.97,60130.87436,58.14,0.494,18.75,18.65,18.65,2,1.62,,2023,268.9015833333333,-29.085269444444442
KMT-2023-BLG-0889,SAO42M0605.030778,17:55:37.87,-28:30:26.96,60075.00326,24.23,0.534,19.97,19.84,19.84,2,2.11,OB230443,2023,268.90779166666664,-28.50748888888889
KMT-2023-BLG-0890,SAO42T0707.003709,17:49:58.69,-29:21:58.72,60065.43184,33.15,0.904,18.83,17.34,17.34,1,4.84,OB230390,2023,267.49454166666663,-29.366311111111113
KMT-2023-BLG-0891,BLG01K0805.010564,17:49:51.09,-30:28:13.51,60087.66359,49.53,0.566,20.25,18.14,18.14,1,3.21,,2023,267.46287499999994,-30.470419444444442
KMT-2023-BLG-0892,BLG02N0808.009558,17:54:46.91,-29:07:53.18,60080.72739,18.28,0.065,22.28,17.32,17.32,1,2.1,,2023,268.6954583333333,-29.13143888888889
KMT-2023-BLG-0893,BLG04K0402.033020,18:01:25.46,-29:47:03.52,60080.88277,21.27,0.503,18.71,18.79,18.79,1,1.27,,2023,270.3560833333333,-29.784311111111112
KMT-2023-BLG-0894,BLG12N0502.020446,17:30:00.08,-28:41:56.15,60080.24113,16.34,0.21,20.87,19.89,19.89,2,2.34,,2023,262.5003333333333,-28.698930555555556
KMT-2023-BLG-0895,BLG15K0308.051881,17:35:33.85,-25:49:36.91,60079.85461,24.08,0.099,21.8,20.0,22.29,2,3.01,,2023,263.8910416666666,-25.826919444444446
KMT-2023-BLG-0896,BLG18T0705.024021,17:42:16.86,-27:17:12.26,60078.82935,13.02,0.073,23.19,20.0,20.86,2,3.68,,2023,265.57024999999993,-27.28673888888889
KMT-2023-BLG-0897,BLG20N0501.001415,17:47:52.35,-23:29:04.20,60223.24621,81.06,0.311,16.42,16.41,16.41,2,1.67,OB230835,2023,266.968125,-23.4845
KMT-2023-BLG-0898,BLG22K0106.021342,17:53:53.01,-32:27:56.81,60096.15362,19.84,0.071,18.94,18.82,18.82,1,1.37,MB23212 OB230660,2023,268.4708749999999,-32.46578055555556
KMT-2023-BLG-0899,BLG22M0801.029142,17:54:44.54,-33:08:37.79,60104.76486,33.3,1.0,19.3,19.29,19.29,1,1.34,,2023,268.6855833333333,-33.14383055555555
KMT-2023-BLG-0900,BLG22M0804.001441,17:55:01.99,-32:46:50.02,60092.99708,7.82,0.983,15.77,15.76,15.76,1,1.41,MB23201 OB230638,2023,268.75829166666665,-32.78056111111111
KMT-2023-BLG-0901,BLG33K0607.052844,18:10:08.40,-29:08:15.68,60102.03576,30.01,0.603,19.69,19.82,19.82,1,0.67,,2023,272.53499999999997,-29.13768888888889
KMT-2023-BLG-0902,BLG36M0504.043887,18:17:42.04,-23:15:56.59,60074.79346,26.99,0.195,20.1,20.0,20.28,1,1.21,,2023,274.42516666666666,-23.265719444444443
KMT-2023-BLG-0903,BLG37K0403.002864,17:42:01.29,-34:56:35.16,60236.44238,102.7,0.189,17.14,17.14,17.14,2,1.96,OB230665,2023,265.50537499999996,-34.943099999999994
KMT-2023-BLG-0904,BLG38T0508.027677,17:52:30.38,-22:42:43.20,60079.46057,4.31,0.25,19.32,19.61,19.61,1,2.23,,2023,268.1265833333333,-22.712
KMT-2023-BLG-0905,SAO02K0405.035228,17:52:16.37,-28:21:48.53,60082.49207,13.36,0.076,20.58,20.0,20.67,2,3.41,OB230502,2023,268.0682083333333,-28.363480555555558
KMT-2023-BLG-0906,BLG02M0507.012198,17:56:27.00,-28:08:42.61,60083.07015,33.67,0.134,19.87,17.88,17.88,1,1.97,OB230444 OB230483,2023,269.11249999999995,-28.145169444444445
KMT-2023-BLG-0907,SAO02N0406.053738,17:57:07.84,-29:22:29.32,60080.78118,1.0,0.246,19.5,19.5,19.5,1,1.85,,2023,269.2826666666666,-29.37481111111111
KMT-2023-BLG-0908,BLG02N0502.035936,17:56:30.76,-29:54:27.29,60081.75185,3.81,0.647,19.15,19.23,19.23,1,1.68,,2023,269.12816666666663,-29.907580555555555
KMT-2023-BLG-0909,SAO03N0402.074721,18:04:50.25,-28:46:34.00,60082.67433,18.9,0.136,21.88,19.72,19.72,1,0.84,,2023,271.20937499999997,-28.77611111111111
KMT-2023-BLG-0910,SAO11K0405.065333,17:25:34.36,-29:20:29.40,60080.96921,2.02,0.479,20.23,20.0,20.67,1,1.74,,2023,261.3931666666667,-29.3415
KMT-2023-BLG-0911,SAO11K0702.015848,17:23:41.90,-29:43:49.51,60094.50685,51.4,0.05,23.03,19.66,19.66,2,1.81,,2023,260.9245833333333,-29.730419444444443
KMT-2023-BLG-0912,SAO11N0504.012727,17:29:24.09,-30:38:13.81,60082.15493,6.23,0.275,19.97,20.0,20.07,2,3.89,,2023,262.350375,-30.637169444444442
KMT-2023-BLG-0913,BLG13K0105.037715,17:34:39.10,-33:42:11.88,60079.4811,19.13,0.461,20.42,20.0,22.25,2,4.57,,2023,263.66291666666666,-33.703300000000006
KMT-2023-BLG-0914,SAO14K0108.056687,17:36:08.06,-27:54:07.99,60081.38829,36.54,0.014,23.76,20.0,21.7,2,3.55,,2023,264.03358333333335,-27.902219444444444
KMT-2023-BLG-0915,BLG14K0407.003421,17:34:31.88,-28:00:40.68,60231.6032,103.75,0.098,17.68,17.72,17.72,2,2.82,,2023,263.6328333333333,-28.0113
KMT-2023-BLG-0916,BLG14T0703.110572,17:32:56.56,-29:38:44.12,60128.05459,199.98,0.043,20.59,20.0,25.0,3,2.86,OB230584,2023,263.2356666666667,-29.645588888888888
KMT-2023-BLG-0917,BLG14T0803.004748,17:32:30.59,-29:38:33.61,60079.97647,27.61,0.014,23.26,18.21,18.21,2,3.07,,2023,263.1274583333333,-29.642669444444444
KMT-2023-BLG-0918,BLG16K0705.029784,17:33:17.76,-24:02:23.35,60082.55655,42.03,0.065,22.68,20.0,20.68,2,1.85,,2023,263.324,-24.039819444444447
KMT-2023-BLG-0919,SAO17N0507.022203,17:46:52.35,-33:28:20.21,60080.32494,17.21,0.034,23.17,19.21,19.21,1,1.73,,2023,266.71812499999993,-33.47228055555556
KMT-2023-BLG-0920,BLG19K0201.054382,17:45:13.59,-24:35:11.00,60080.94951,17.92,0.088,22.75,20.0,20.91,2,2.64,,2023,266.306625,-24.586388888888887
KMT-2023-BLG-0921,BLG20N0107.020542,17:50:20.47,-22:47:32.10,60098.90383,30.85,0.009,20.09,19.36,19.36,1,2.06,OB230650,2023,267.5852916666666,-22.792250000000003
KMT-2023-BLG-0922,BLG22M0405.062471,17:57:27.88,-32:33:52.81,60082.87391,16.34,0.299,20.89,20.0,20.32,1,1.38,,2023,269.36616666666663,-32.56466944444444
KMT-2023-BLG-0923,BLG37M0801.058406,17:44:56.14,-35:16:29.24,60092.76097,32.67,0.186,20.87,20.0,20.69,2,1.35,OB230557,2023,266.2339166666667,-35.274788888888885
KMT-2023-BLG-0924,SAO42M0807.008188,17:54:19.99,-28:17:47.98,60084.75668,10.1,0.9,18.68,18.15,18.15,4,2.77,,2023,268.5832916666666,-28.296661111111113
KMT-2023-BLG-0925,BLG01N0603.055128,17:56:16.96,-31:54:53.60,60090.58293,14.05,0.267,19.72,19.65,19.65,1,1.16,OB230620,2023,269.0706666666666,-31.91488888888889
KMT-2023-BLG-0926,SAO03T0306.037409,18:00:41.02,-28:15:56.41,60083.74782,18.9,0.274,20.91,18.77,18.77,1,1.28,,2023,270.17091666666664,-28.265669444444445
KMT-2023-BLG-0927,BLG04T0605.044937,18:00:36.46,-30:32:28.61,60085.56445,25.82,0.003,20.96,19.27,19.27,1,1.11,MB23200,2023,270.15191666666664,-30.541280555555556
KMT-2023-BLG-0928,SAO12T0705.008016,17:23:29.85,-28:17:23.75,60087.3125,51.65,0.656,19.47,19.42,19.42,2,1.87,,2023,260.874375,-28.289930555555557
KMT-2023-BLG-0929,BLG13N0808.018523,17:34:58.96,-34:26:50.75,60117.8369,177.62,0.317,20.01,20.0,20.75,2,3.92,,2023,263.74566666666664,-34.44743055555555
KMT-2023-BLG-0930,SAO14N0501.022667,17:38:51.74,-29:54:28.40,60081.14435,4.48,0.02,23.16,20.0,21.78,2,4.77,,2023,264.71558333333326,-29.907888888888888
KMT-2023-BLG-0931,SAO19N0707.005847,17:47:11.48,-24:54:38.45,60143.58144,126.18,0.132,20.3,19.0,19.0,2,3.61,OB230667,2023,266.79783333333336,-24.910680555555555
KMT-2023-BLG-0932,BLG31M0606.028706,18:15:11.73,-25:04:31.19,60194.70583,199.18,0.051,19.52,19.59,19.59,1,1.35,MB23345 OB230756,2023,273.798875,-25.075330555555556
KMT-2023-BLG-0933,BLG37K0204.080496,17:43:34.02,-34:48:28.91,60091.27557,21.58,0.828,20.21,20.0,21.97,2,2.38,,2023,265.89174999999994,-34.808030555555554
KMT-2023-BLG-0934,SSO01K0503.075275,17:51:52.34,-30:44:17.81,60082.5851,2.27,0.015,20.02,20.0,20.59,1,2.01,,2023,267.9680833333333,-30.738280555555555
KMT-2023-BLG-0935,BLG02N0308.045295,17:57:51.92,-29:08:51.40,60082.31117,47.97,0.205,19.93,19.15,19.15,1,1.42,,2023,269.4663333333333,-29.14761111111111
KMT-2023-BLG-0936,BLG03K0201.029531,18:01:11.28,-27:52:35.40,60086.70846,62.11,0.16,19.43,18.74,18.74,1,1.26,MB23192,2023,270.29699999999997,-27.8765
KMT-2023-BLG-0937,SAO19K0502.034796,17:43:38.69,-24:22:09.41,60083.89328,14.61,0.37,19.89,19.94,19.94,1,2.15,,2023,265.91120833333326,-24.369280555555555
KMT-2023-BLG-0938,BLG19N0802.005097,17:46:23.98,-25:32:41.14,60083.62873,53.18,0.833,19.31,18.24,18.24,2,3.04,,2023,266.5999166666666,-25.544761111111114
KMT-2023-BLG-0939,BLG22T0207.023955,17:53:39.81,-33:28:19.42,60162.13761,126.57,0.061,18.97,19.15,19.15,1,1.36,MB23227 OB230232,2023,268.41587499999997,-33.47206111111111
KMT-2023-BLG-0940,BLG02T0505.060325,17:51:37.02,-29:31:44.80,60086.00028,6.83,0.031,22.49,20.0,20.21,1,2.51,,2023,267.90425,-29.52911111111111
KMT-2023-BLG-0941,BLG03K0502.010476,17:59:15.07,-27:39:15.59,60084.04197,7.96,0.128,20.84,17.86,17.86,1,2.26,OB230514,2023,269.8127916666666,-27.654330555555553
KMT-2023-BLG-0942,BLG03T0102.084628,18:01:42.02,-28:49:09.98,60087.01854,9.23,0.006,21.35,19.91,19.91,1,1.17,MB23204 OB230531,2023,270.4250833333333,-28.81943888888889
KMT-2023-BLG-0943,BLG04M0201.018063,18:07:51.40,-29:59:04.42,60084.21926,5.66,0.289,18.99,18.59,18.59,1,0.73,,2023,271.96416666666664,-29.984561111111113
KMT-2023-BLG-0944,BLG04N0806.030813,18:04:25.37,-30:28:06.49,60086.46036,8.65,0.198,21.49,19.14,19.14,1,1.22,,2023,271.1057083333333,-30.46846944444444
KMT-2023-BLG-0945,BLG11N0304.051398,17:31:04.07,-30:33:29.09,60086.5175,141.68,0.002,24.2,20.0,21.2,2,2.8,,2023,262.76695833333326,-30.558080555555556
KMT-2023-BLG-0946,BLG11N0508.011979,17:29:46.64,-30:05:30.52,60090.04441,8.39,0.006,19.41,19.2,19.2,2,2.17,,2023,262.44433333333336,-30.09181111111111
KMT-2023-BLG-0947,BLG12M0102.027328,17:32:04.07,-27:31:49.66,60094.62128,30.35,0.326,20.56,20.0,20.51,2,2.59,OB230695,2023,263.0169583333333,-27.53046111111111
KMT-2023-BLG-0948,BLG12T0201.032204,17:26:42.61,-28:47:13.67,60095.14347,48.98,0.293,20.82,20.0,20.27,2,2.08,OB230595,2023,261.6775416666666,-28.787130555555557
KMT-2023-BLG-0949,BLG14K0606.019983,17:33:40.66,-28:05:29.26,60093.38378,177.89,0.004,23.57,20.0,20.09,2,2.72,OB230581,2023,263.4194166666667,-28.09146111111111
KMT-2023-BLG-0950,BLG14N0305.039438,17:40:07.76,-29:22:42.46,60085.42962,8.32,0.075,22.53,20.0,23.28,3,6.82,,2023,265.0323333333333,-29.37846111111111
KMT-2023-BLG-0951,BLG14N0406.003903,17:39:28.46,-29:12:53.10,60084.28254,12.33,0.006,23.61,19.47,19.47,2,5.12,,2023,264.8685833333333,-29.21475
KMT-2023-BLG-0952,BLG15T0701.078781,17:32:50.16,-27:44:56.36,60088.6415,6.62,0.715,19.99,20.0,21.97,2,2.53,,2023,263.209,-27.74898888888889
KMT-2023-BLG-0953,BLG17M0105.041120,17:49:22.72,-32:38:43.37,60087.49839,11.16,0.485,19.59,20.0,21.21,2,2.88,,2023,267.3446666666666,-32.645380555555555
KMT-2023-BLG-0954,BLG17T0204.034238,17:43:35.08,-33:51:16.27,60087.59045,12.56,0.051,21.84,20.0,21.0,2,3.2,,2023,265.8961666666666,-33.85451944444445
KMT-2023-BLG-0955,BLG18K0405.085026,17:43:50.12,-26:10:16.10,60083.03229,12.1,0.107,21.99,20.0,21.77,2,2.88,,2023,265.9588333333333,-26.17113888888889
KMT-2023-BLG-0956,BLG18K0503.077933,17:43:31.07,-26:21:41.29,60089.3838,18.83,0.197,20.95,20.0,21.47,2,2.84,,2023,265.8794583333333,-26.361469444444445
KMT-2023-BLG-0957,BLG18M0808.005293,17:46:29.42,-25:43:01.45,60091.62181,17.04,0.43,20.07,17.87,17.87,2,2.49,,2023,266.6225833333333,-25.717069444444444
KMT-2023-BLG-0958,BLG20K0401.016844,17:44:08.59,-22:23:44.52,60087.43945,8.85,0.068,20.93,20.0,20.21,4,1.96,,2023,266.0357916666666,-22.395699999999998
KMT-2023-BLG-0959,BLG20M0804.002308,17:46:10.02,-22:05:25.76,60080.49654,26.97,1.0,19.0,17.04,17.04,4,1.67,,2023,266.54175,-22.09048888888889
KMT-2023-BLG-0960,BLG20T0503.028262,17:43:32.39,-23:17:33.36,60221.23785,55.86,0.222,19.63,20.0,20.04,2,1.77,OB231302,2023,265.8849583333333,-23.2926
KMT-2023-BLG-0961,BLG21K0102.020937,17:53:49.45,-35:03:42.08,60092.70474,10.79,0.455,19.43,19.19,19.19,1,1.03,,2023,268.45604166666664,-35.06168888888889
KMT-2023-BLG-0962,BLG22T0305.001111,17:52:40.31,-33:41:57.70,60085.89509,26.3,1.0,19.99,15.96,15.96,1,1.82,,2023,268.16795833333333,-33.69936111111111
KMT-2023-BLG-0963,BLG31M0204.054891,18:17:26.81,-25:18:09.79,60088.38999,11.37,0.119,20.31,20.0,20.32,1,0.9,,2023,274.3617083333333,-25.302719444444445
KMT-2023-BLG-0964,BLG31M0404.044034,18:16:23.64,-25:17:38.40,60144.57096,85.57,0.29,19.62,19.8,19.8,1,0.93,OB230770,2023,274.09849999999994,-25.294
KMT-2023-BLG-0965,BLG32T0606.029425,18:08:00.22,-28:17:47.40,60107.79255,35.8,0.6,18.87,18.91,18.91,1,1.0,OB230720,2023,272.0009166666666,-28.2965
KMT-2023-BLG-0966,BLG33T0503.035042,18:10:15.47,-30:50:25.01,60084.97201,6.07,0.113,20.51,19.58,19.58,1,0.57,,2023,272.56445833333333,-30.840280555555555
KMT-2023-BLG-0967,BLG34K0106.066338,18:03:41.10,-31:25:12.11,60085.27419,6.26,0.37,20.4,20.0,20.47,1,1.0,,2023,270.92125,-31.420030555555556
KMT-2023-BLG-0968,BLG34K0702.017847,17:59:56.32,-31:51:41.18,60132.77423,46.13,0.01,19.21,18.83,18.83,1,1.25,OB230705,2023,269.98466666666667,-31.86143888888889
KMT-2023-BLG-0969,BLG37M0807.069318,17:44:44.77,-34:29:47.80,60085.91893,7.19,0.768,19.93,20.0,20.65,1,1.67,,2023,266.18654166666664,-34.496611111111115
KMT-2023-BLG-0970,BLG41M0401.021200,17:57:01.77,-31:05:28.50,60091.9539,1.61,0.014,19.17,18.65,18.65,1,1.17,,2023,269.2573749999999,-31.09125
